,X,vcode,imageFile,pairID,basname,spcname,cond,resp,resp.raw,pos_tagged,parsed,dep_parsed,tags_only,tokens,head_noun,objName,nameCat,ExprCategory,preNomMod,postNomMod,type_mod,grouped_tags
852,5459,9819174,train_locomotive_ambi_spec_426714.png,20,train,locomotive,spec,the train engine,the train engine,"[('the', 'DT'), ('train', 'NN'), ('engine', 'NN')]","(ROOT
  (NP (DT the) (NN train) (NN engine)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'train', 'engine']",engine,engine,spec,syntax,['train'],['--'],['--'],[]
853,4862,8886279,train_locomotive_ambi_spec_426714.png,20,train,locomotive,spec,the black train,the black train,"[('the', 'DT'), ('black', 'JJ'), ('train', 'NN')]","(ROOT
  (NP (DT the) (JJ black) (NN train)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'black', 'train']",train,train,ref,syntax,['black'],['--'],['colour'],['visual']
854,5390,8998977,train_locomotive_ambi_spec_426714.png,20,train,locomotive,spec,the black train piece,the black train piece,"[('the', 'DT'), ('black', 'JJ'), ('train', 'NN'), ('piece', 'NN')]","(ROOT
  (NP (DT the) (JJ black) (NN train) (NN piece)))","[(ROOT, 0, 4), (det, 4, 1), (amod, 3, 2), (compound, 4, 3)]","['DT', 'JJ', 'NN', 'NN']","['the', 'black', 'train', 'piece']",piece,piece,unclassified,syntax,"['black', 'train']",['--'],['colour'],['visual']
855,3518,7064640,train_locomotive_ambi_spec_426714.png,20,train,locomotive,spec,the small dark black train in front of a red train,the small dark black train in front of a red train,"[('the', 'DT'), ('small', 'JJ'), ('dark', 'JJ'), ('black', 'JJ'), ('train', 'NN'), ('in', 'IN'), ('front', 'NN'), ('of', 'IN'), ('a', 'DT'), ('red', 'JJ'), ('train', 'NN')]","(ROOT
  (NP
    (NP (DT the) (JJ small) (JJ dark) (JJ black) (NN train))
    (PP (IN in)
      (NP
        (NP (NN front))
        (PP (IN of)
          (NP (DT a) (JJ red) (NN train)))))))","[(ROOT, 0, 5), (det, 5, 1), (amod, 5, 2), (amod, 5, 3), (amod, 5, 4), (case, 7, 6), (nmod, 5, 7), (case, 11, 8), (det, 11, 9), (amod, 11, 10), (nmod, 7, 11)]","['DT', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN']","['the', 'small', 'dark', 'black', 'train', 'in', 'front', 'of', 'a', 'red', 'train']",train,train,ref,syntax,"['small', 'dark', 'black']","['in', 'front', 'of', 'a', 'red']","['size', 'colour', 'colour', 'position', 'colour']","['visual', 'pos_orient']"
856,2188,5686043,train_locomotive_ambi_spec_426714.png,20,train,locomotive,spec,the black train,the black train,"[('the', 'DT'), ('black', 'JJ'), ('train', 'NN')]","(ROOT
  (NP (DT the) (JJ black) (NN train)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'black', 'train']",train,train,ref,syntax,['black'],['--'],['colour'],['visual']
857,4495,8598940,train_locomotive_ambi_spec_426714.png,20,train,locomotive,spec,the hand rail,the hand rail,"[('the', 'DT'), ('hand', 'NN'), ('rail', 'NN')]","(ROOT
  (NP (DT the) (NN hand) (NN rail)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'hand', 'rail']",rail,rail,unclassified,syntax,['hand'],['--'],['--'],[]
858,51,3319139,train_locomotive_ambi_spec_426714.png,20,train,locomotive,spec,the short train,the short train,"[('the', 'DT'), ('short', 'JJ'), ('train', 'NN')]","(ROOT
  (NP (DT the) (JJ short) (NN train)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'short', 'train']",train,train,ref,syntax,['short'],['--'],['size'],['visual']
859,2977,8340084,train_locomotive_ambi_spec_426714.png,20,train,locomotive,spec,the black train,the black train,"[('the', 'DT'), ('black', 'JJ'), ('train', 'NN')]","(ROOT
  (NP (DT the) (JJ black) (NN train)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'black', 'train']",train,train,ref,syntax,['black'],['--'],['colour'],['visual']
860,3436,2611325,train_locomotive_ambi_spec_426714.png,20,train,locomotive,spec,the black train cart,the black train cart,"[('the', 'DT'), ('black', 'JJ'), ('train', 'NN'), ('cart', 'NN')]","(ROOT
  (NP (DT the) (JJ black) (NN train) (NN cart)))","[(ROOT, 0, 4), (det, 4, 1), (amod, 3, 2), (compound, 4, 3)]","['DT', 'JJ', 'NN', 'NN']","['the', 'black', 'train', 'cart']",cart,cart,unclassified,syntax,"['black', 'train']",['--'],['colour'],['visual']
861,4532,8598940,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the orange and white cones,the orange and white cones,"[('the', 'DT'), ('orange', 'NN'), ('and', 'CC'), ('white', 'JJ'), ('cones', 'NNS')]","(ROOT
  (NP
    (NP (DT the) (NN orange))
    (CC and)
    (NP (JJ white) (NNS cones))))","[(ROOT, 0, 5), (det, 5, 1), (amod, 5, 2), (cc, 4, 3), (conj, 2, 4)]","['DT', 'NN', 'CC', 'JJ', 'NNS']","['the', 'orange', 'and', 'white', 'cones']",cones,cones,other,syntax,"['orange', 'and', 'white']",['--'],"['colour', 'colour', 'part_or_object']","['visual', 'part']"
862,6722,1504427,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
863,3744,8197553,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
864,1041,3169918,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
865,502,3994550,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
866,3654,4064012,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
867,4627,8644237,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white police truck,the white police truck,"[('the', 'DT'), ('white', 'JJ'), ('police', 'NN'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN police) (NN truck)))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (compound, 4, 3)]","['DT', 'JJ', 'NN', 'NN']","['the', 'white', 'police', 'truck']",truck,police truck,ref,syntax,"['white', 'police']",['--'],['colour'],['visual']
868,1388,5457911,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the cop car,the cop car,"[('the', 'DT'), ('cop', 'NN'), ('car', 'NN')]","(ROOT
  (NP (DT the) (NN cop) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'cop', 'car']",car,car,ref,syntax,['cop'],['--'],['--'],[]
869,5923,4878369,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
870,189,4782920,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
871,566,1474792,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the goods truck,the goods truck,"[('the', 'DT'), ('goods', 'NNS'), ('truck', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NNS goods))
    (NP (NN truck))))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NNS', 'NN']","['the', 'goods', 'truck']",truck,truck,ref,syntax,['goods'],['--'],['--'],[]
872,3417,2611325,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white police truck,the white police truck,"[('the', 'DT'), ('white', 'JJ'), ('police', 'NN'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN police) (NN truck)))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (compound, 4, 3)]","['DT', 'JJ', 'NN', 'NN']","['the', 'white', 'police', 'truck']",truck,police truck,ref,syntax,"['white', 'police']",['--'],['colour'],['visual']
873,6660,2651565,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white trucj,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
874,3484,7064640,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the vehicle holding all the orange cones in front of a fire truck,the vehicle holding all the orange cones in front of a fire truck,"[('the', 'DT'), ('vehicle', 'NN'), ('holding', 'VBG'), ('all', 'PDT'), ('the', 'DT'), ('orange', 'JJ'), ('cones', 'NNS'), ('in', 'IN'), ('front', 'NN'), ('of', 'IN'), ('a', 'DT'), ('fire', 'NN'), ('truck', 'NN')]","(ROOT
  (S
    (NP
      (NP (DT the) (NN vehicle))
      (VP (VBG holding)
        (NP
          (NP (PDT all) (DT the) (JJ orange) (NNS cones))
          (PP (IN in)
            (NP
              (NP (NN front))
              (PP (IN of)
                (NP (DT a) (NN fire) (NN truck))))))))))","[(ROOT, 0, 2), (det, 2, 1), (acl, 2, 3), (det:predet, 7, 4), (det, 7, 5), (amod, 7, 6), (obj, 3, 7), (case, 9, 8), (obl, 3, 9), (case, 13, 10), (det, 13, 11), (compound, 13, 12), (nmod, 9, 13)]","['DT', 'NN', 'VBG', 'PDT', 'DT', 'JJ', 'NNS', 'IN', 'NN', 'IN', 'DT', 'NN', 'NN']","['the', 'vehicle', 'holding', 'all', 'the', 'orange', 'cones', 'in', 'front', 'of', 'a', 'fire', 'truck']",vehicle,vehicle,ref,syntax,['--'],"['holding', 'all', 'the', 'orange', 'cones', 'in', 'front', 'of', 'a', 'fire', 'truck']","['colour', 'position', 'action', 'part_or_object']","['action', 'visual', 'part', 'pos_orient']"
875,3231,3684450,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white taxi in this picture,the white taxi in this picture,"[('the', 'DT'), ('white', 'JJ'), ('taxi', 'NN'), ('in', 'IN'), ('this', 'DT'), ('picture', 'NN')]","(ROOT
  (NP
    (NP (DT the) (JJ white) (NN taxi))
    (PP (IN in)
      (NP (DT this) (NN picture)))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2), (case, 6, 4), (det, 6, 5), (nmod, 3, 6)]","['DT', 'JJ', 'NN', 'IN', 'DT', 'NN']","['the', 'white', 'taxi', 'in', 'this', 'picture']",taxi,taxi,other,syntax,['white'],"['in', 'this', 'picture']",['colour'],['visual']
876,4598,8243240,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
877,1343,3839629,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white police truck,the white police truck,"[('the', 'DT'), ('white', 'JJ'), ('police', 'NN'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN police) (NN truck)))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (compound, 4, 3)]","['DT', 'JJ', 'NN', 'NN']","['the', 'white', 'police', 'truck']",truck,police truck,ref,syntax,"['white', 'police']",['--'],['colour'],['visual']
878,4053,4366594,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the police truck,the police truck,"[('the', 'DT'), ('police', 'NN'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (NN police) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'police', 'truck']",truck,truck,ref,syntax,['police'],['--'],['--'],[]
879,6280,1820290,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
880,4300,7143428,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the truck with cones in the back,the truck with cones in the back,"[('the', 'DT'), ('truck', 'NN'), ('with', 'IN'), ('cones', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('back', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN truck))
    (PP (IN with)
      (NP
        (NP (NNS cones))
        (PP (IN in)
          (NP (DT the) (NN back)))))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4), (case, 7, 5), (det, 7, 6), (nmod, 2, 7)]","['DT', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NN']","['the', 'truck', 'with', 'cones', 'in', 'the', 'back']",truck,truck,ref,syntax,['--'],"['with', 'cones', 'in', 'the', 'back']","['position', 'with', 'part_or_object']","['part', 'pos_orient']"
881,6416,4663449,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the police pickup truck,the police pickup truck,"[('the', 'DT'), ('police', 'NN'), ('pickup', 'NN'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (NN police) (NN pickup) (NN truck)))","[(ROOT, 0, 4), (det, 4, 1), (compound, 4, 2), (compound, 4, 3)]","['DT', 'NN', 'NN', 'NN']","['the', 'police', 'pickup', 'truck']",pickup truck,pickup truck,spec,syntax,"['police', 'pickup', 'truck']",['--'],['--'],[]
882,2028,6009880,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
883,5564,5475717,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white police truck with three traffic cones in the back,the white police truck with three traffic cones in the back,"[('the', 'DT'), ('white', 'JJ'), ('police', 'NN'), ('truck', 'NN'), ('with', 'IN'), ('three', 'CD'), ('traffic', 'NN'), ('cones', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('back', 'NN')]","(ROOT
  (NP
    (NP (DT the) (JJ white) (NN police) (NN truck))
    (PP (IN with)
      (NP
        (NP (CD three) (NN traffic) (NNS cones))
        (PP (IN in)
          (NP (DT the) (NN back)))))))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (compound, 4, 3), (case, 8, 5), (nummod, 8, 6), (compound, 8, 7), (nmod, 4, 8), (case, 11, 9), (det, 11, 10), (nmod, 8, 11)]","['DT', 'JJ', 'NN', 'NN', 'IN', 'CD', 'NN', 'NNS', 'IN', 'DT', 'NN']","['the', 'white', 'police', 'truck', 'with', 'three', 'traffic', 'cones', 'in', 'the', 'back']",truck,police truck,ref,syntax,"['white', 'police']","['with', 'three', 'traffic', 'cones', 'in', 'the', 'back']","['colour', 'position', 'with', 'part_or_object']","['visual', 'part', 'pos_orient']"
884,4753,3758167,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
885,1900,9850829,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
886,2702,4868622,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white police truck,the white police truck,"[('the', 'DT'), ('white', 'JJ'), ('police', 'NN'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN police) (NN truck)))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (compound, 4, 3)]","['DT', 'JJ', 'NN', 'NN']","['the', 'white', 'police', 'truck']",truck,police truck,ref,syntax,"['white', 'police']",['--'],['colour'],['visual']
887,5780,5972498,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white police pickup,the white police pickup,"[('the', 'DT'), ('white', 'JJ'), ('police', 'NN'), ('pickup', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN police) (NN pickup)))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (compound, 4, 3)]","['DT', 'JJ', 'NN', 'NN']","['the', 'white', 'police', 'pickup']",pickup,police pickup,spec,syntax,"['white', 'police']",['--'],['colour'],['visual']
888,5312,1339585,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
889,2386,8146096,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
890,5333,8998977,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the police truck,the police truck,"[('the', 'DT'), ('police', 'NN'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (NN police) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'police', 'truck']",truck,truck,ref,syntax,['police'],['--'],['--'],[]
891,4956,2952461,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
892,5422,9819174,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
893,2256,6047398,truck_pickuptruck_ambi_spec_2567259.png,21,truck,pickuptruck,spec,the white truck,the white truck,"[('the', 'DT'), ('white', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the) (JJ white) (NN truck)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'white', 'truck']",truck,truck,ref,syntax,['white'],['--'],['colour'],['visual']
894,5588,5475717,wine_bottle_ambi_spec_1056869.png,22,wine,bottle,spec,the green tinted bottle of wine,the green tinted bottle of wine,"[('the', 'DT'), ('green', 'JJ'), ('tinted', 'JJ'), ('bottle', 'NN'), ('of', 'IN'), ('wine', 'NN')]","(ROOT
  (NP
    (NP (DT the) (JJ green) (JJ tinted) (NN bottle))
    (PP (IN of)
      (NP (NN wine)))))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (amod, 4, 3), (case, 6, 5), (nmod, 4, 6)]","['DT', 'JJ', 'JJ', 'NN', 'IN', 'NN']","['the', 'green', 'tinted', 'bottle', 'of', 'wine']",bottle,bottle,spec,syntax,"['green', 'tinted']","['of', 'wine']",['colour'],['visual']
895,3875,9607271,wine_bottle_ambi_spec_1056869.png,22,wine,bottle,spec,the campaign bottle,the campaign bottle,"[('the', 'DT'), ('campaign', 'NN'), ('bottle', 'NN')]","(ROOT
  (NP (DT the) (NN campaign) (NN bottle)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'campaign', 'bottle']",bottle,bottle,spec,syntax,['campaign'],['--'],['--'],[]
896,3460,7064640,wine_bottle_ambi_spec_1056869.png,22,wine,bottle,spec,the tall wine bottle,the tall wine bottle,"[('the', 'DT'), ('tall', 'JJ'), ('wine', 'NN'), ('bottle', 'NN')]","(ROOT
  (NP (DT the) (JJ tall) (NN wine) (NN bottle)))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (compound, 4, 3)]","['DT', 'JJ', 'NN', 'NN']","['the', 'tall', 'wine', 'bottle']",bottle,wine bottle,spec,syntax,"['tall', 'wine']",['--'],['size'],['visual']
897,4559,8243240,wine_bottle_ambi_spec_1056869.png,22,wine,bottle,spec,the bottle of wine,the bottle of wine,"[('the', 'DT'), ('bottle', 'NN'), ('of', 'IN'), ('wine', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN bottle))
    (PP (IN of)
      (NP (NN wine)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4)]","['DT', 'NN', 'IN', 'NN']","['the', 'bottle', 'of', 'wine']",bottle,bottle,spec,syntax,['--'],"['of', 'wine']",['--'],[]
898,4849,8886279,wine_bottle_ambi_spec_1056869.png,22,wine,bottle,spec,the bottle of wine,the bottle of wine,"[('the', 'DT'), ('bottle', 'NN'), ('of', 'IN'), ('wine', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN bottle))
    (PP (IN of)
      (NP (NN wine)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4)]","['DT', 'NN', 'IN', 'NN']","['the', 'bottle', 'of', 'wine']",bottle,bottle,spec,syntax,['--'],"['of', 'wine']",['--'],[]
899,3216,3684450,wine_bottle_ambi_spec_1056869.png,22,wine,bottle,spec,the win bottle in this picture,the win bottle in this picture,"[('the', 'DT'), ('win', 'NN'), ('bottle', 'NN'), ('in', 'IN'), ('this', 'DT'), ('picture', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN win) (NN bottle))
    (PP (IN in)
      (NP (DT this) (NN picture)))))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2), (case, 6, 4), (det, 6, 5), (nmod, 3, 6)]","['DT', 'NN', 'NN', 'IN', 'DT', 'NN']","['the', 'win', 'bottle', 'in', 'this', 'picture']",bottle,win bottle,spec,syntax,['win'],"['in', 'this', 'picture']",['--'],[]
900,1018,3169918,wine_bottle_ambi_spec_1056869.png,22,wine,bottle,spec,the open bottle of wine,the open bottle of wine,"[('the', 'DT'), ('open', 'JJ'), ('bottle', 'NN'), ('of', 'IN'), ('wine', 'NN')]","(ROOT
  (NP
    (NP (DT the) (JJ open) (NN bottle))
    (PP (IN of)
      (NP (NN wine)))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2), (case, 5, 4), (nmod, 3, 5)]","['DT', 'JJ', 'NN', 'IN', 'NN']","['the', 'open', 'bottle', 'of', 'wine']",bottle,bottle,spec,syntax,['open'],"['of', 'wine']",['orientation'],['pos_orient']
901,916,2600406,wine_bottle_ambi_spec_1056869.png,22,wine,bottle,spec,the bottle of drink,the bottle of dirnk,"[('the', 'DT'), ('bottle', 'NN'), ('of', 'IN'), ('drink', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN bottle))
    (PP (IN of)
      (NP (NN drink)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4)]","['DT', 'NN', 'IN', 'NN']","['the', 'bottle', 'of', 'drink']",bottle,bottle,spec,syntax,['--'],"['of', 'drink']",['--'],[]
902,2247,6047398,wine_bottle_ambi_spec_1056869.png,22,wine,bottle,spec,the green bottle,the green bottle,"[('the', 'DT'), ('green', 'JJ'), ('bottle', 'NN')]","(ROOT
  (NP (DT the) (JJ green) (NN bottle)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'green', 'bottle']",bottle,bottle,spec,syntax,['green'],['--'],['colour'],['visual']
